edition,report_type,measure_name,state_name,rank,value,score,lower_CI,upper_CI,source
2022,2022 Senior,"Divorced, Separated or Widowed",Hawaii,14.0,37.3,-0.6,39.4,35.2,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Iowa,10.0,36.4,-1.02,37.1,35.7,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Idaho,2.0,34.9,-1.71,35.9,33.9,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Illinois,30.0,39.4,0.37,39.6,39.2,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Indiana,32.0,39.5,0.42,40.1,38.9,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Kansas,17.0,38.0,-0.28,38.6,37.4,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Kentucky,44.0,40.6,0.93,41.1,40.1,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Louisiana,49.0,41.9,1.53,42.5,41.3,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Massachusetts,24.0,38.5,-0.05,38.9,38.1,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Maryland,39.0,40.0,0.65,40.4,39.6,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Maine,17.0,38.0,-0.28,39.4,36.6,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Michigan,24.0,38.5,-0.05,38.7,38.3,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Minnesota,2.0,34.9,-1.71,35.5,34.3,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Missouri,36.0,39.8,0.56,40.2,39.4,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Mississippi,50.0,42.3,1.71,43.0,41.6,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Montana,7.0,36.0,-1.2,38.0,34.0,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",North Carolina,30.0,39.4,0.37,39.9,38.9,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",North Dakota,7.0,36.0,-1.2,40.4,31.6,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Nebraska,11.0,36.5,-0.97,37.1,35.9,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",New Hampshire,9.0,36.2,-1.11,37.4,35.0,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",New Jersey,26.0,38.6,0.0,38.8,38.4,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",New Mexico,41.0,40.1,0.69,41.5,38.7,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Nevada,47.0,41.1,1.16,41.7,40.5,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",New York,33.0,39.6,0.46,39.7,39.5,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Ohio,39.0,40.0,0.65,40.1,39.9,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Oklahoma,46.0,41.0,1.11,42.0,40.0,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Oregon,20.0,38.2,-0.19,38.7,37.7,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Pennsylvania,26.0,38.6,0.0,38.8,38.4,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Rhode Island,45.0,40.7,0.97,43.9,37.5,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",South Carolina,21.0,38.3,-0.14,38.7,37.9,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",South Dakota,4.0,35.6,-1.39,38.3,32.9,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Tennessee,36.0,39.8,0.56,40.0,39.6,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Texas,36.0,39.8,0.56,40.0,39.6,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Utah,1.0,32.2,-2.0,34.7,29.7,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Virginia,23.0,38.4,-0.09,38.6,38.2,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Vermont,17.0,38.0,-0.28,39.8,36.2,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Washington,16.0,37.9,-0.32,38.4,37.4,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Wisconsin,5.0,35.8,-1.3,36.2,35.4,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",West Virginia,33.0,39.6,0.46,40.8,38.4,AHR data
2022,2022 Senior,"Divorced, Separated or Widowed",Wyoming,12.0,36.7,-0.88,40.0,33.4,AHR data
2022,2022 Senior,Drinking Water Violations,Alaska,47.0,4.8,1.82,,,AHR data
2022,2022 Senior,Drinking Water Violations,Alabama,30.0,0.3,-0.23,,,AHR data
2022,2022 Senior,Drinking Water Violations,Arkansas,24.0,0.2,-0.27,,,AHR data
2022,2022 Senior,Drinking Water Violations,Arizona,34.0,0.5,-0.14,,,AHR data
2022,2022 Senior,Drinking Water Violations,California,1.0,0.0,-0.36,,,AHR data
2022,2022 Senior,Drinking Water Violations,Colorado,14.0,0.1,-0.32,,,AHR data
2022,2022 Senior,Drinking Water Violations,Connecticut,14.0,0.1,-0.32,,,AHR data
2022,2022 Senior,Drinking Water Violations,Delaware,1.0,0.0,-0.36,,,AHR data
2022,2022 Senior,Drinking Water Violations,Florida,40.0,1.3,0.23,,,AHR data
2022,2022 Senior,Drinking Water Violations,Georgia,24.0,0.2,-0.27,,,AHR data
2022,2022 Senior,Drinking Water Violations,Hawaii,1.0,0.0,-0.36,,,AHR data
2022,2022 Senior,Drinking Water Violations,Iowa,1.0,0.0,-0.36,,,AHR data
2022,2022 Senior,Drinking Water Violations,Idaho,42.0,1.8,0.46,,,AHR data
2022,2022 Senior,Drinking Water Violations,Illinois,14.0,0.1,-0.32,,,AHR data
2022,2022 Senior,Drinking Water Violations,Indiana,33.0,0.4,-0.18,,,AHR data
2022,2022 Senior,Drinking Water Violations,Kansas,41.0,1.7,0.41,,,AHR data
2022,2022 Senior,Drinking Water Violations,Kentucky,1.0,0.0,-0.36,,,AHR data
2022,2022 Senior,Drinking Water Violations,Louisiana,42.0,1.8,0.46,,,AHR data
2022,2022 Senior,Drinking Water Violations,Massachusetts,1.0,0.0,-0.36,,,AHR data
2022,2022 Senior,Drinking Water Violations,Maryland,1.0,0.0,-0.36,,,AHR data
2022,2022 Senior,Drinking Water Violations,Maine,1.0,0.0,-0.36,,,AHR data
2022,2022 Senior,Drinking Water Violations,Michigan,14.0,0.1,-0.32,,,AHR data
2022,2022 Senior,Drinking Water Violations,Minnesota,39.0,1.1,0.14,,,AHR data
2022,2022 Senior,Drinking Water Violations,Missouri,24.0,0.2,-0.27,,,AHR data
2022,2022 Senior,Drinking Water Violations,Mississippi,48.0,6.3,2.0,,,AHR data
2022,2022 Senior,Drinking Water Violations,Montana,24.0,0.2,-0.27,,,AHR data
2022,2022 Senior,Drinking Water Violations,North Carolina,1.0,0.0,-0.36,,,AHR data
2022,2022 Senior,Drinking Water Violations,North Dakota,1.0,0.0,-0.36,,,AHR data
2022,2022 Senior,Drinking Water Violations,Nebraska,14.0,0.1,-0.32,,,AHR data
2022,2022 Senior,Drinking Water Violations,New Hampshire,24.0,0.2,-0.27,,,AHR data
2022,2022 Senior,Drinking Water Violations,New Jersey,49.0,8.9,2.0,,,AHR data
2022,2022 Senior,Drinking Water Violations,New Mexico,45.0,2.9,0.96,,,AHR data
2022,2022 Senior,Drinking Water Violations,Nevada,14.0,0.1,-0.32,,,AHR data
2022,2022 Senior,Drinking Water Violations,New York,14.0,0.1,-0.32,,,AHR data
2022,2022 Senior,Drinking Water Violations,Ohio,14.0,0.1,-0.32,,,AHR data
2022,2022 Senior,Drinking Water Violations,Oklahoma,44.0,2.4,0.73,,,AHR data
2022,2022 Senior,Drinking Water Violations,Oregon,30.0,0.3,-0.23,,,AHR data
2022,2022 Senior,Drinking Water Violations,Pennsylvania,34.0,0.5,-0.14,,,AHR data
2022,2022 Senior,Drinking Water Violations,Rhode Island,1.0,0.0,-0.36,,,AHR data
2022,2022 Senior,Drinking Water Violations,South Carolina,1.0,0.0,-0.36,,,AHR data
2022,2022 Senior,Drinking Water Violations,South Dakota,14.0,0.1,-0.32,,,AHR data
2022,2022 Senior,Drinking Water Violations,Tennessee,34.0,0.5,-0.14,,,AHR data
2022,2022 Senior,Drinking Water Violations,Texas,38.0,0.8,0.0,,,AHR data
2022,2022 Senior,Drinking Water Violations,Utah,1.0,0.0,-0.36,,,AHR data
2022,2022 Senior,Drinking Water Violations,Virginia,14.0,0.1,-0.32,,,AHR data
2022,2022 Senior,Drinking Water Violations,Vermont,30.0,0.3,-0.23,,,AHR data
2022,2022 Senior,Drinking Water Violations,Washington,34.0,0.5,-0.14,,,AHR data
2022,2022 Senior,Drinking Water Violations,Wisconsin,46.0,4.4,1.64,,,AHR data
2022,2022 Senior,Drinking Water Violations,West Virginia,50.0,10.2,2.0,,,AHR data
2022,2022 Senior,Drinking Water Violations,Wyoming,24.0,0.2,-0.27,,,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Alabama,48.0,2767.0,1.95,2812.0,2721.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Alaska,14.0,1768.0,-0.85,1870.0,1665.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Arizona,23.0,1962.0,-0.31,1993.0,1931.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Arkansas,46.0,2664.0,1.66,2721.0,2606.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,California,11.0,1743.0,-0.92,1757.0,1729.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Colorado,4.0,1661.0,-1.15,1695.0,1626.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Connecticut,9.0,1742.0,-0.92,1785.0,1699.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Delaware,19.0,1915.0,-0.44,1993.0,1836.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Florida,16.0,1821.0,-0.7,1837.0,1804.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Georgia,40.0,2342.0,0.76,2373.0,2312.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Hawaii,1.0,1527.0,-1.53,1589.0,1466.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Idaho,12.0,1748.0,-0.91,1808.0,1688.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Illinois,33.0,2149.0,0.22,2175.0,2123.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Indiana,42.0,2387.0,0.88,2424.0,2349.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Iowa,31.0,2084.0,0.03,2134.0,2034.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Kansas,34.0,2192.0,0.34,2247.0,2138.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Kentucky,45.0,2611.0,1.51,2657.0,2564.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Louisiana,47.0,2691.0,1.73,2738.0,2643.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Maine,13.0,1759.0,-0.88,1821.0,1697.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Maryland,25.0,2014.0,-0.16,2051.0,1978.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Massachusetts,8.0,1720.0,-0.99,1751.0,1689.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Michigan,35.0,2221.0,0.42,2249.0,2193.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Minnesota,5.0,1667.0,-1.13,1701.0,1633.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Mississippi,50.0,3024.0,2.0,3086.0,2961.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Missouri,41.0,2378.0,0.86,2416.0,2340.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Montana,17.0,1907.0,-0.46,1982.0,1832.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Nebraska,24.0,1993.0,-0.22,2058.0,1929.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Nevada,36.0,2234.0,0.45,2286.0,2182.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,New Hampshire,3.0,1637.0,-1.22,1700.0,1574.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,New Jersey,28.0,2036.0,-0.1,2066.0,2006.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,New Mexico,29.0,2073.0,0.0,2132.0,2014.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,New York,26.0,2026.0,-0.13,2046.0,2006.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,North Carolina,32.0,2093.0,0.06,2120.0,2066.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,North Dakota,21.0,1945.0,-0.36,2049.0,1842.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Ohio,39.0,2325.0,0.71,2352.0,2299.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Oklahoma,49.0,2781.0,1.99,2834.0,2728.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Oregon,9.0,1742.0,-0.92,1780.0,1705.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Pennsylvania,30.0,2074.0,0.01,2098.0,2050.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Rhode Island,15.0,1815.0,-0.72,1894.0,1735.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,South Carolina,37.0,2241.0,0.47,2279.0,2203.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,South Dakota,22.0,1953.0,-0.33,2043.0,1864.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Tennessee,43.0,2563.0,1.38,2600.0,2526.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Texas,38.0,2268.0,0.55,2287.0,2249.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Utah,6.0,1681.0,-1.1,1734.0,1628.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Vermont,2.0,1611.0,-1.29,1700.0,1521.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Virginia,20.0,1938.0,-0.38,1968.0,1908.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Washington,7.0,1692.0,-1.06,1721.0,1663.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,West Virginia,44.0,2589.0,1.45,2655.0,2522.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Wisconsin,18.0,1913.0,-0.45,1948.0,1879.0,AHR data
2022,2022 Senior,Early Death - Ages 65-74,Wyoming,27.0,2028.0,-0.12,2138.0,1917.0,AHR data
2022,2022 Senior,Economic Resources- Senior,Alaska,12.0,0.562,0.562,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Alabama,44.0,-0.634,-0.634,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Arkansas,46.0,-0.875,-0.875,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Arizona,36.0,-0.28,-0.28,,,AHR data
2022,2022 Senior,Economic Resources- Senior,California,39.0,-0.478,-0.478,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Colorado,21.0,0.357,0.357,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Connecticut,11.0,0.641,0.641,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Delaware,8.0,0.655,0.655,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Florida,32.0,-0.142,-0.142,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Georgia,40.0,-0.486,-0.486,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Hawaii,10.0,0.646,0.646,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Iowa,16.0,0.538,0.538,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Idaho,13.0,0.559,0.559,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Illinois,23.0,0.332,0.332,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Indiana,29.0,0.059,0.059,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Kansas,31.0,-0.061,-0.061,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Kentucky,47.0,-1.283,-1.283,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Louisiana,48.0,-1.574,-1.574,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Massachusetts,14.0,0.555,0.555,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Maryland,5.0,0.781,0.781,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Maine,28.0,0.156,0.156,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Michigan,20.0,0.41,0.41,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Minnesota,4.0,0.802,0.802,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Missouri,33.0,-0.143,-0.143,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Mississippi,50.0,-1.729,-1.729,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Montana,27.0,0.232,0.232,,,AHR data
2022,2022 Senior,Economic Resources- Senior,North Carolina,35.0,-0.204,-0.204,,,AHR data
2022,2022 Senior,Economic Resources- Senior,North Dakota,22.0,0.339,0.339,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Nebraska,25.0,0.324,0.324,,,AHR data
2022,2022 Senior,Economic Resources- Senior,New Hampshire,2.0,0.89,0.89,,,AHR data
2022,2022 Senior,Economic Resources- Senior,New Jersey,19.0,0.448,0.448,,,AHR data
2022,2022 Senior,Economic Resources- Senior,New Mexico,49.0,-1.626,-1.626,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Nevada,37.0,-0.301,-0.301,,,AHR data
2022,2022 Senior,Economic Resources- Senior,New York,41.0,-0.509,-0.509,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Ohio,26.0,0.236,0.236,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Oklahoma,42.0,-0.514,-0.514,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Oregon,9.0,0.654,0.654,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Pennsylvania,15.0,0.542,0.542,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Rhode Island,24.0,0.327,0.327,,,AHR data
2022,2022 Senior,Economic Resources- Senior,South Carolina,43.0,-0.546,-0.546,,,AHR data
2022,2022 Senior,Economic Resources- Senior,South Dakota,18.0,0.462,0.462,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Tennessee,38.0,-0.335,-0.335,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Texas,45.0,-0.864,-0.864,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Utah,17.0,0.472,0.472,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Virginia,7.0,0.671,0.671,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Vermont,1.0,1.278,1.278,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Washington,6.0,0.763,0.763,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Wisconsin,3.0,0.873,0.873,,,AHR data
2022,2022 Senior,Economic Resources- Senior,West Virginia,34.0,-0.169,-0.169,,,AHR data
2022,2022 Senior,Economic Resources- Senior,Wyoming,30.0,0.041,0.041,,,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Alabama,2.0,3.6,-2.0,4.6,2.6,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Alaska,49.0,10.5,1.75,13.1,8.0,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Arizona,26.0,7.4,0.0,8.6,6.1,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Arkansas,7.0,5.3,-1.19,6.5,4.1,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,California,46.0,9.4,1.13,11.7,7.2,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Colorado,37.0,8.1,0.4,9.2,6.9,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Connecticut,37.0,8.1,0.4,9.7,6.6,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Delaware,24.0,7.3,-0.06,9.3,5.4,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Florida,30.0,7.8,0.23,9.2,6.4,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Georgia,12.0,6.1,-0.73,7.5,4.8,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Hawaii,42.0,8.5,0.62,10.1,7.0,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Idaho,20.0,7.1,-0.17,8.8,5.4,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Illinois,7.0,5.3,-1.19,7.1,3.6,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Indiana,14.0,6.3,-0.62,7.4,5.3,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Iowa,21.0,7.2,-0.11,8.3,6.1,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Kansas,11.0,5.9,-0.85,6.8,5.0,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Kentucky,7.0,5.3,-1.19,7.0,3.6,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Louisiana,45.0,8.8,0.79,10.6,6.9,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Maine,37.0,8.1,0.4,9.2,7.0,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Maryland,19.0,6.8,-0.34,8.0,5.6,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Massachusetts,47.0,9.7,1.3,11.5,8.0,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Michigan,24.0,7.3,-0.06,8.6,6.0,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Minnesota,37.0,8.1,0.4,9.0,7.1,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Mississippi,3.0,4.3,-1.75,5.4,3.1,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Missouri,18.0,6.7,-0.4,8.0,5.4,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Montana,44.0,8.7,0.73,10.1,7.3,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Nebraska,21.0,7.2,-0.11,8.1,6.2,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Nevada,42.0,8.5,0.62,11.3,5.7,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,New Hampshire,48.0,10.2,1.58,11.6,8.7,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,New Jersey,41.0,8.3,0.51,9.6,6.9,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,New Mexico,10.0,5.5,-1.07,6.8,4.3,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,New York,32.0,7.9,0.28,9.1,6.7,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,North Carolina,15.0,6.4,-0.56,7.8,5.0,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,North Dakota,27.0,7.5,0.06,9.0,6.0,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Ohio,30.0,7.8,0.23,8.9,6.7,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Oklahoma,6.0,4.9,-1.41,6.2,3.5,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Oregon,33.0,8.0,0.34,9.5,6.5,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Pennsylvania,12.0,6.1,-0.73,7.5,4.7,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Rhode Island,29.0,7.7,0.17,9.4,6.1,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,South Carolina,33.0,8.0,0.34,9.7,6.3,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,South Dakota,33.0,8.0,0.34,10.3,5.6,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Tennessee,3.0,4.3,-1.75,5.7,2.9,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Texas,33.0,8.0,0.34,10.1,6.0,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Utah,1.0,2.7,-2.0,3.4,2.0,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Vermont,21.0,7.2,-0.11,8.6,5.9,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Virginia,15.0,6.4,-0.56,7.6,5.3,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Washington,28.0,7.6,0.11,8.7,6.6,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,West Virginia,3.0,4.3,-1.75,5.3,3.3,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Wisconsin,50.0,11.8,2.0,13.8,9.7,AHR data
2022,2022 Senior,Excessive Drinking - Ages 65+,Wyoming,17.0,6.5,-0.51,8.0,5.0,AHR data
2022,2022 Senior,Exercise - Ages 65+,Alabama,46.0,15.1,-1.72,16.9,13.4,AHR data
2022,2022 Senior,Exercise - Ages 65+,Alaska,4.0,29.0,1.27,33.8,24.2,AHR data
2022,2022 Senior,Exercise - Ages 65+,Arizona,9.0,27.3,0.9,29.7,25.0,AHR data
2022,2022 Senior,Exercise - Ages 65+,Arkansas,38.0,19.8,-0.71,21.9,17.7,AHR data
2022,2022 Senior,Exercise - Ages 65+,California,31.0,21.3,-0.39,23.4,19.2,AHR data
2022,2022 Senior,Exercise - Ages 65+,Colorado,2.0,29.9,1.46,31.9,28.0,AHR data
2022,2022 Senior,Exercise - Ages 65+,Connecticut,9.0,27.3,0.9,29.1,25.4,AHR data
2022,2022 Senior,Exercise - Ages 65+,Delaware,18.0,24.9,0.39,28.3,21.6,AHR data
2022,2022 Senior,Exercise - Ages 65+,Florida,8.0,27.8,1.01,30.2,25.5,AHR data
2022,2022 Senior,Exercise - Ages 65+,Georgia,23.0,23.4,0.06,26.3,20.6,AHR data
2022,2022 Senior,Exercise - Ages 65+,Hawaii,15.0,25.8,0.58,28.0,23.5,AHR data
2022,2022 Senior,Exercise - Ages 65+,Idaho,41.0,19.4,-0.79,22.2,16.5,AHR data
2022,2022 Senior,Exercise - Ages 65+,Illinois,5.0,28.3,1.12,31.0,25.6,AHR data
2022,2022 Senior,Exercise - Ages 65+,Indiana,27.0,21.8,-0.28,23.6,20.1,AHR data
2022,2022 Senior,Exercise - Ages 65+,Iowa,31.0,21.3,-0.39,23.0,19.6,AHR data
2022,2022 Senior,Exercise - Ages 65+,Kansas,30.0,21.5,-0.34,23.0,19.9,AHR data
2022,2022 Senior,Exercise - Ages 65+,Kentucky,50.0,10.5,-2.0,12.6,8.4,AHR data
2022,2022 Senior,Exercise - Ages 65+,Louisiana,43.0,18.6,-0.97,21.4,15.9,AHR data
2022,2022 Senior,Exercise - Ages 65+,Maine,40.0,19.5,-0.77,21.1,18.0,AHR data
2022,2022 Senior,Exercise - Ages 65+,Maryland,21.0,24.3,0.26,25.8,22.8,AHR data
2022,2022 Senior,Exercise - Ages 65+,Massachusetts,38.0,19.8,-0.71,21.7,17.9,AHR data
2022,2022 Senior,Exercise - Ages 65+,Michigan,25.0,23.2,0.02,25.0,21.4,AHR data
2022,2022 Senior,Exercise - Ages 65+,Minnesota,13.0,26.7,0.77,28.3,25.1,AHR data
2022,2022 Senior,Exercise - Ages 65+,Mississippi,49.0,13.4,-2.0,15.4,11.4,AHR data
2022,2022 Senior,Exercise - Ages 65+,Missouri,45.0,15.9,-1.54,17.8,14.1,AHR data
2022,2022 Senior,Exercise - Ages 65+,Montana,5.0,28.3,1.12,30.5,26.1,AHR data
2022,2022 Senior,Exercise - Ages 65+,Nebraska,26.0,22.7,-0.09,24.2,21.1,AHR data
